time,ax_filtered,ay_filtered,az_filtered,wx_filtered,wy_filtered,wz_filtered
11.17,-0.2670471739155944,5.930555789094392,-3.761449253328309,-44.81568098338555,81.54266259132469,31.248909142349422
11.18,-0.2885687771761451,6.003736440457593,-3.7373788466622697,-51.05247073546235,78.0085798924091,34.369045624555746
11.19,-0.307400180029127,6.067769510400394,-3.716317240829486,-56.509661768529554,74.91625753085796,37.09916504648628
11.2,-0.4591827825254861,5.0630726966003445,-3.3764285857258,-61.28470392246336,72.21047546450072,39.48801954067549
11.21,-0.5919925597098004,4.1839629845253015,-3.079026012510075,-65.46286580715544,69.84291615643812,41.578267223091046
11.22,-0.7082011147460753,3.4147419864596387,-2.818798760946316,-69.11875745626101,67.77130176188335,43.40723394520466
11.23,-0.8098836004028158,2.741673613152184,-2.5910999158280266,-72.31766264922838,65.95863916664793,45.00757982705407
11.24,-0.8988557753524639,2.1527387865081606,-2.3918634263495235,-75.11670469307484,64.37255939581694,46.40788247367231
11.25,-0.9767064284334058,1.6374208131946406,-2.217531498055833,-77.5658664814405,62.98473959633981,47.63314728946327
11.26,-1.0448257498792302,1.1865175865453104,-2.064991060798854,-79.70888304626044,61.770397271797336,48.70525400328035
11.27,-1.1044301561443264,0.7919772632271466,-1.9315181781989972,-81.58402254047789,60.70784773782267,49.64334737787031
11.28,-1.1565840116262855,0.4467544803237532,-1.8147294059241228,-95.08539472291817,68.63749164559484,42.00730383063652
11.29,-1.2022186351729998,0.144684545283284,-1.7125392301836075,-106.89909538255338,75.57593006489549,35.32576572680696
11.3,-1.242148930776375,-0.1196266478771264,-1.6231228264106567,-117.23608345973422,81.64706368178355,29.479419885956087
11.31,-1.2770879394293275,-0.3508989418924856,-1.5448834731093246,-126.28094802726744,86.95930559656061,24.36386727521158
11.32,-1.307659572000662,-0.553262199155925,-1.476424038970659,-134.19520452385902,91.60751727199052,19.88775874081013
11.33,-1.3344097505005792,-0.7303300492614344,-1.4165220340993268,-141.12017895837664,95.67470248799172,15.971163773208865
11.34,-1.3578161566880067,-0.8852644181037551,-1.364107779836911,-147.17953158857955,99.23348955199276,12.544143176557755
11.35,-1.378296762102006,-1.0208319908407857,-1.3182453073572973,-152.48146514000712,102.34742823299364,9.545500154488035
11.36,-1.8604792918392552,-2.2734228669856877,-1.168430768937635,-157.12065699750625,105.07212457886943,6.921687510177031
11.37,-2.2823890053593483,-3.3694398836124764,-1.0373430478204306,-161.17994987281796,107.45623388151076,4.625851446404902
11.38,-2.6515600046894297,-4.328454773160917,-0.9226412918428768,-164.7318311387157,109.5423295213219,2.61699489060429
11.39,-2.974584629103251,-5.167592801515802,-0.8222772553625174,-167.83972724637624,111.36766320615666,0.8592454042787538
11.4,-3.2572311754653445,-5.901838576326327,-0.7344587234422028,-170.55913634057922,112.96483018038708,-0.6787853962560904
11.41,-3.504546903532177,-6.544303629285536,-0.6576175080119274,-172.9386192980068,114.3623512828387,-2.024562346724079
11.42,-3.7209481655906544,-7.106460550624844,-0.5903814445104365,-175.02066688575596,115.58518224748386,-3.2021171783835696
11.43,-3.9102992698918224,-7.598347856796738,-0.531549888946632,-176.84245852503648,116.65515934154836,-4.232477656085623
11.44,-4.075981486155345,-8.028749249697146,-0.480072277828303,-183.59465258440693,115.43013992385482,-24.57654269907492
11.45,-4.220953425385927,-8.405350468485004,-0.4350293680997651,-189.5028223863561,114.35824793337298,-42.37759961169056
11.46,-4.347803872212686,-8.734876534924378,-0.3956168220872945,-194.6724709630616,113.42034244170137,-57.95352441022924
11.47,-4.4587980131861,-9.023211843058832,-0.3611308443263827,-199.19591346767885,112.5996751364887,-71.58245860895057
11.48,-4.555917886537838,-9.275505237676477,-0.3309556137855848,-203.153925659219,111.8815912444276,-83.50777603283176
11.49,-4.6408977757206085,-9.49626195796692,-0.3045522870623867,-206.6171863268166,111.25326783887417,-93.9424287787278
11.5,-4.715255178755532,-9.689424088221053,-0.2814493761795884,-209.64753941096453,110.70348485901488,-103.0727499313868
11.51,-4.78031790641109,-9.858440952193424,-0.2612343291571398,-212.299098359594,110.22242475163804,-111.06178093996346
11.52,-4.867004793109704,-9.487998583169244,-0.4797336630124973,-214.6192124396447,109.80149715768329,-118.05218307246804
11.53,-4.942855818970991,-9.16386151027309,-0.6709205801359353,-216.6493122596891,109.43318551297288,-124.16878493840952
11.54,-5.009225466599617,-8.880241571488954,-0.8382091326189434,-218.425649602228,109.11091282385128,-129.52081157110834
11.55,-5.067298908274665,-8.632074125052835,-0.9845866160415756,-219.97994477694945,108.82892422086984,-134.2038348747198
11.56,-5.118113169740332,-8.41492760942123,-1.1126669140363783,-221.3399530548308,108.58218419326111,-138.3014802653798
11.57,-5.162575648522791,-8.224924408243577,-1.2247371747818312,-222.5299602979769,108.36628666910347,-141.88691998220733
11.58,-5.201480317457442,-8.05867160721313,-1.3227986529341025,-223.5712166357298,108.17737633546557,-145.0241797344314
11.59,-5.235521902775262,-7.913200406311489,-1.4086024463173394,-224.4823159312636,108.01207979353237,-147.7692820176275
11.6,-5.265308289928354,-7.785913105522553,-1.483680765527672,-218.5332765648556,110.7943196943408,-145.86624651542405
11.61,-5.29137137868731,-7.674536717332234,-1.5493742948367129,-213.32786711924865,113.2287796075482,-144.20109045099605
11.62,-5.314176581351396,-7.577082377665706,-1.6068561329821236,-208.77313385434255,115.35893203160468,-142.74407889462154
11.63,-5.334131133682472,-7.491809830457493,-1.657152741359358,-204.78774224754972,117.22281540265408,-141.46919378279384
11.64,-5.351591366972163,-7.417196351650307,-1.7011622736894385,-201.30052459160603,118.85371335232232,-140.35366930994462
11.65,-5.366869071100642,-7.351909557694019,-1.7396706144782583,-198.24920914265527,120.28074905828204,-139.37758539620154
11.66,-5.3802370622130615,-7.294783612982266,-1.773365412668476,-195.57930812482337,121.5294053009968,-138.52351197167636
11.67,-5.391934054436429,-7.244798411359484,-1.8028483610849169,-193.24314473422044,122.62197951337218,-137.7761977252168
11.68,-3.7378229226318753,-6.476106984939548,-1.4705208159493022,-191.1990017674429,123.57798194920066,-137.1222977595647
11.69,-2.290475682302891,-5.803501986822105,-1.1797342139556397,-189.4103766715125,124.41448408055058,-136.5501352896191
11.7,-1.0240468470150297,-5.2149726134693415,-0.9252959372111846,-187.84532971257343,125.14642344548176,-136.0494931284167
11.71,0.0840783838618491,-4.700009411785674,-0.7026624450597866,-186.47591362350173,125.78687038979652,-135.61143123736463
11.72,1.053687960879118,-4.249416610312465,-0.5078581394273133,-185.27767454556405,126.34726146607196,-135.22812708269404
11.73,1.902096340769228,-3.8551479090234064,-0.3374043719988991,-184.22921535236853,126.83760365781298,-134.8927359473573
11.74,2.6444536731730746,-3.5101627953954804,-0.1882573254990367,-183.31181355832248,127.26665307558636,-134.59926870393764
11.75,3.2940163390264403,-3.2083008209710453,-0.0577536598116571,-182.50908698853212,127.64207131613806,-134.34248486594544
11.76,3.8623836716481352,-2.9441715933496644,0.0564370476648,-160.93795111496564,144.9674385266208,-140.33904950770227
11.77,4.359705087692118,-2.713058519180956,0.1563539167066999,-142.06320722559494,160.1271348357932,-145.58604356923948
11.78,4.794861326730604,-2.510834579283337,0.2437811771183624,-125.54780632239556,173.39186910631906,-150.17716337308454
11.79,5.175623035889278,-2.33388863187292,0.3202800299785672,-111.09683053209612,184.9985115930292,-154.19439320144895
11.8,5.508789531403118,-2.1790609278888047,0.3872165262312463,-98.45222671558412,195.15432376890053,-157.70946930126786
11.81,5.800310214977729,-2.043586686902704,0.4457859604523405,-87.3881983761361,204.040659422788,-160.7851608886094
